"Document_ID","Source_Node_ID","Relationship_Type","Target_Node_ID","Weight","Dependency"
"MSSQL_Functions","concept:string_functions","REQUIRES","concept:sql_basics","5","5"
"MSSQL_Functions","concept:math_functions","REQUIRES","concept:sql_basics","5","5"
"MSSQL_Functions","concept:date_functions","REQUIRES","concept:sql_basics","5","5"
"MSSQL_Functions","concept:other_functions","REQUIRES","concept:sql_basics","5","5"
"MSSQL_Functions","concept:wildcards","REQUIRES","concept:sql_basics","5","5"
"MSSQL_Functions","concept:string_functions","NEXT","concept:math_functions","3","2"
"MSSQL_Functions","concept:math_functions","NEXT","concept:date_functions","3","2"
"MSSQL_Functions","concept:date_functions","NEXT","concept:other_functions","3","2"
"MSSQL_Functions","concept:other_functions","NEXT","concept:wildcards","3","2"
"MSSQL_Functions","concept:string_functions","SIMILAR_TO","concept:wildcards","2","1"
"MSSQL_Functions","concept:math_functions","SIMILAR_TO","concept:other_functions","2","1"
"MSSQL_Functions","concept:date_functions","SIMILAR_TO","concept:other_functions","2","1"
