"Document_ID","Source_Node_ID","Relationship_Type","Target_Node_ID","Weight","Dependency"
"Doc_001","topic:data_mining","IS_SUBCONCEPT_OF","topic:business_intelligence","4","3"
"Doc_001","concept:classification","IS_SUBCONCEPT_OF","topic:data_mining","4","3"
"Doc_001","concept:clustering","IS_SUBCONCEPT_OF","topic:data_mining","4","3"
"Doc_001","concept:association_rules","IS_SUBCONCEPT_OF","topic:data_mining","4","3"
"Doc_001","concept:decision_trees","IS_SUBCONCEPT_OF","concept:classification","4","3"
"Doc_001","concept:bayes_classification","IS_SUBCONCEPT_OF","concept:classification","4","3"
"Doc_001","concept:evaluation_metrics","NEXT","concept:classification","3","2"
"Doc_001","resource:company_churn_demo","SIMILAR_TO","concept:classification","3","2"
"Doc_001","concept:k_means","IS_SUBCONCEPT_OF","concept:clustering","4","3"
"Doc_001","concept:hierarchical_clustering","IS_SUBCONCEPT_OF","concept:clustering","4","3"
"Doc_001","concept:density_based_clustering","IS_SUBCONCEPT_OF","concept:clustering","4","3"
"Doc_001","concept:dbscan","IS_SUBCONCEPT_OF","concept:density_based_clustering","4","3"
"Doc_001","concept:support","IS_SUBCONCEPT_OF","concept:association_rules","4","3"
"Doc_001","concept:confidence","IS_SUBCONCEPT_OF","concept:association_rules","4","3"
"Doc_001","concept:confidence","REQUIRES","concept:support","5","5"
"Doc_001","resource:basket_analysis_demo","SIMILAR_TO","concept:association_rules","3","2"
"Doc_001","resource:sales_and_marketing_expenses_demo","SIMILAR_TO","concept:association_rules","3","2"
"Doc_001","concept:classification","REQUIRES","concept:data_preprocessing","5","5"
"Doc_001","concept:clustering","REQUIRES","concept:data_preprocessing","5","5"
"Doc_001","concept:association_rules","REQUIRES","concept:data_preprocessing","5","5"
"Doc_001","concept:bayes_classification","REQUIRES","concept:probability","5","5"
"Doc_001","concept:probability","REQUIRES","concept:data_preprocessing","5","5"
